"name"	"age"	"agestem"	"chrom"	"GAIN"	"LOSS"	"DUPLICATION"	"DEMI-DUPLICATION"	"NA"
N47	3.1762542094	4.2435408984	15	0	0	0	0	NA
N48	3.4744988577	4.2435408984	15	0	0	0	0	NA
N49	2.9613995513	3.4744988577	15	0	0	0	0	NA
N5	6.0837256233	10.9441085363	15	0	0	0	0	NA
N50	2.8067496726	2.9613995513	15	0	0	0	0	NA
N51	2.1483771846	2.8067496726	15	0	0	0	0	NA
N52	0.7733149116	2.1483771846	15	0	0	0	0	NA
N53	2.4785064817	2.8067496726	15	0	0	0	0	NA
N54	2.43963667737	2.4785064817	15	0	0	0	0	NA
N55	2.0106214077	2.9613995513	15	0	0	0	0	NA
N56	1.6225105605	2.0106214077	15	0	0	0	0	NA
N57	1.54010280182	1.6225105605	15	0	0	0	0	NA
N58	1.51354159419	1.54010280182	15	0	0	0	0	NA
N59	1.07054972709	1.51354159419	15	0	0	0	0	NA
N6	5.1787029363	6.0837256233	15	0	0	0	0	NA
N60	0.732556872289999	1.07054972709	15	0	0	0	0	NA
N61	0.683500070149998	0.732556872289999	15	0	0	0	0	NA
N62	0.841274618889999	1.51354159419	15	0	0	0	0	NA
N63	3.916387522	4.8054093	15	0	0	0	0	NA
N64	3.206641827	3.916387522	15	0	0	0	0	NA
N65	2.022234219	3.206641827	15	0	0	0	0	NA
N66	1.4006228459	2.022234219	15	0	0	0	0	NA
N67	1.2229729507	1.4006228459	15	0	0	0	0	NA
N68	0.888477723399999	1.2229729507	30	0	0	1	0	NA
N69	0.4722713759	0.888477723399999	30	0	0	0	0	NA
N7	5.13389608541	5.1787029363	15	0	0	0	0	NA
N8	4.3687385408	5.1787029363	15	0	0	0	0	NA
N9	3.4780632709	4.3687385408	15	0	0	0	0	NA
